Document_No,Day_No,Menu_1,Menu_2,Date/time
63,2,"चहा,दूध,उपमा,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 12:14:07.940674+00:00
63,3,"चहा,दूध,उपमा,पोळी,बेसन,आलूची भाजी","चहा,उपमा,पोळी",2018-05-24 12:14:51.891167+00:00
64,1,"चहा,दूध,पोहे,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,भात",2018-05-24 13:56:26.487430+00:00
64,2,"चहा,दूध,शिरा,वाटाणा उसळ,पोळी,भात,बेसन,वांग्याची भाजी",चहा,2018-05-24 13:57:09.969255+00:00
64,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,मेथीची भाजी",दूध,2018-05-24 13:57:53.887083+00:00
65,1,"चहा,उपमा,कढी,पोळी,भात,पालक वरण","चहा,भात",2018-05-24 13:59:14.629113+00:00
65,2,"चहा,उपमा,मटकीची उसळ,पोळी,भात,पत्ता कोबी","चहा,पोळी",2018-05-24 14:00:09.866595+00:00
65,3,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:00:59.343995+00:00
66,1,"चहा,दूध,शिरा,पोळी,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:02:17.414281+00:00
66,2,"चहा,दूध,उपमा,भाकर,खिचडी,बेसन,टमाटर चटणी",चहा,2018-05-24 14:02:55.086955+00:00
66,3,"चहा,पोळी,भात,खिचडी,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:03:33.449183+00:00
67,1,"चहा,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:05:18.023163+00:00
67,2,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-24 14:06:00.325546+00:00
67,3,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:06:36.776592+00:00
68,1,"चहा,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 14:08:00.518134+00:00
68,2,"चहा,दूध,उपमा,मटकीची उसळ,पोळी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-24 14:08:48.892379+00:00
68,3,"चहा,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-24 14:09:25.567748+00:00
69,1,"चहा,दूध,पोहे,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-24 14:10:56.931663+00:00
69,2,"चहा,उपमा,पोळी,पत्ता कोबी,डाळ पालक","चहा,उपमा,पोळी",2018-05-24 14:11:48.441405+00:00
69,3,"चहा,दूध,पोळी,भात,बेसन,वांग्याची भाजी","पोळी,वांग्याची भाजी",2018-05-24 14:12:37.621989+00:00
70,1,"चहा,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","पोळी,बेसन",2018-05-24 14:15:57.030201+00:00
70,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",,2018-05-24 14:14:28.679480+00:00
70,2,"चहा,उपमा,पोळी,भात,पत्ता कोबी,डाळ पालक","पोळी,भात,डाळ पालक",2018-05-24 14:16:56.137710+00:00
71,1,"बिस्कीट,दूध,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,दूध",2018-05-24 14:18:02.788240+00:00
71,2,"दूध,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-05-24 14:19:02.238456+00:00
71,3,"चहा,दूध,उपमा,पोळी,खिचडी,पत्ता कोबी,टमाटर चटणी",चहा,2018-05-24 14:19:42.690508+00:00
72,1,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी",चहा,2018-05-24 14:21:35.693433+00:00
72,2,"चहा,दूध,उपमा,शिरा,पोळी,मेथीची भाजी",दूध,2018-05-24 14:22:23.903068+00:00
72,3,"चहा,ब्रेड,मटकीची उसळ,पोळी,खिचडी,बेसन,टमाटर चटणी",चहा,2018-05-24 14:23:08.915436+00:00
73,1,"चहा,दूध,उपमा,पोळी,बेसन,आलूची भाजी","चहा,पोळी",2018-05-24 14:24:39.516515+00:00
73,2,"चहा,दूध,दहीवडे,उसाचा रस,पोळी,भात,खिचडी,बेसन,पालक वरण",दहीवडे,2018-05-24 14:25:41.955428+00:00
73,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,मेथीची भाजी,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-24 14:26:27.010206+00:00
74,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-24 14:27:57.858500+00:00
74,2,"चहा,ब्रेड,पोहे,पोळी,भात,वांग्याची भाजी","चहा,पोळी,बेसन",2018-05-24 14:28:42.957471+00:00
74,3,"चहा,उपमा,पोळी,भात,खिचडी,वांग्याचं भरीत,अंड्याची भाजी",चहा,2018-05-24 14:29:23.734824+00:00
75,1,"चहा,बिस्कीट,पोहे,पोळी,खिचडी,बेसन,वांग्याचं भरीत",चहा,2018-05-24 14:31:44.760705+00:00
75,2,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,पोळी",2018-05-24 14:32:44.846663+00:00
75,3,"चहा,ब्रेड,बिस्कीट,दूध,पोहे,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-24 14:33:36.886474+00:00
76,1,"चहा,बिस्कीट,दूध,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-24 16:03:58.672091+00:00
76,2,"चहा,पोहे,पोळी,खिचडी,पालक वरण,टमाटर चटणी,वांग्याची भाजी",चहा,2018-05-24 16:04:45.079206+00:00
76,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-24 16:05:23.643734+00:00
77,1,"चहा,ब्रेड,उपमा,मटकीची उसळ,भाकर,पोळी,वांग्याची भाजी","चहा,उपमा",2018-05-24 16:06:53.905390+00:00
77,2,"चहा,बिस्कीट,शिरा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,बिस्कीट",2018-05-24 16:07:33.790084+00:00
77,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-24 16:19:07.611236+00:00
78,1,"चहा,ब्रेड,उपमा,पोळी,खिचडी,बेसन,वांग्याचं भरीत",चहा,2018-05-24 16:21:21.331586+00:00
78,2,"चहा,बिस्कीट,दूध,पोळी,भात,बेसन,वांग्याची भाजी",चहा,2018-05-24 16:22:24.969627+00:00
78,3,"चहा,ब्रेड,कढी,पोळी,भात,अंड्याची भाजी","चहा,भात",2018-05-24 16:23:08.211080+00:00
79,1,"चहा,ब्रेड,उपमा,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-24 16:24:56.252103+00:00
79,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-24 16:26:11.975087+00:00
79,3,"चहा,ब्रेड,पोळी,भात,खिचडी,टमाटर चटणी,वांग्याची भाजी","चहा,भात",2018-05-24 16:27:02.845887+00:00
80,1,"चहा,ब्रेड,दूध,उपमा,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,पोळी",2018-05-24 16:29:10.999619+00:00
80,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",दूध,2018-05-24 16:29:47.223112+00:00
80,3,"चहा,ब्रेड,पोहे,पोळी,भात,खिचडी,बेसन,आलूची भाजी","चहा,पोहे",2018-05-24 16:30:36.596210+00:00
81,1,"चहा,बिस्कीट,उपमा,पोळी,भात,डाळ पालक,आलूची भाजी","चहा,उपमा,पोळी",2018-05-24 16:32:40.923543+00:00
81,2,"चहा,बिस्कीट,दूध,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-24 16:33:23.666107+00:00
81,3,"चहा,बिस्कीट,पोहे,भाकर,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-24 16:34:13.599461+00:00
82,1,"चहा,दूध,उपमा,भाकर,खिचडी,बेसन,टमाटर चटणी",चहा,2018-05-24 16:35:30.774014+00:00
82,2,"चहा,दूध,उपमा,पोळी,भात,वांग्याची भाजी","चहा,पोळी,वांग्याची भाजी",2018-05-24 16:36:37.569289+00:00
82,3,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,डाळ पालक",चहा,2018-05-24 16:37:14.406378+00:00
83,1,"चहा,पोहे,कढी,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,पोहे",2018-05-24 16:38:49.274592+00:00
83,2,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,पोळी",2018-05-24 16:39:39.796147+00:00
83,3,"चहा,दूध,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-05-24 16:40:24.820285+00:00
84,1,"चहा,बिस्कीट,दूध,वाटाणा उसळ,पोळी,वांग्याची भाजी","चहा,दूध,पोळी",2018-05-24 16:42:12.872160+00:00
85,1,"चहा,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-05-24 16:43:35.009069+00:00
85,2,"चहा,ब्रेड,दूध,उपमा,चण्याची उसळ,पोळी,भात,मेथीची भाजी","चहा,पोळी",2018-05-24 16:44:32.296328+00:00
85,3,"चहा,दूध,साबुदाणा उसळ,पोळी,पत्ता कोबी","चहा,दूध",2018-05-24 16:45:08.819777+00:00
86,1,"चहा,दूध,उपमा,पोळी,भात,पत्ता कोबी,मेथीची भाजी","उपमा,पोळी",2018-05-24 16:47:09.332772+00:00
86,2,"चहा,दूध,शिरा,पोळी,भात,पालक वरण",दूध,2018-05-24 16:47:45.367042+00:00
86,3,"चहा,दूध,शिरा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,पोळी",2018-05-24 16:48:23.852845+00:00
87,1,"चहा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-24 16:59:20.931378+00:00
87,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,डाळ पालक",चहा,2018-05-24 17:00:17.147710+00:00
87,3,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-05-24 17:01:02.118050+00:00
88,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 17:02:57.154773+00:00
88,2,"चहा,दूध,साबुदाणा उसळ,कढी,वांग्याची भाजी","चहा,दूध",2018-05-24 17:03:52.129194+00:00
88,3,"चहा,ब्रेड,उपमा,पोळी,भात,खिचडी,मेथीची भाजी,पालक वरण,टमाटर चटणी",चहा,2018-05-24 17:05:00.598354+00:00
89,1,"चहा,उपमा,वाटाणा उसळ,कढी,पोळी,भात","चहा,उपमा",2018-05-24 17:07:25.785850+00:00
89,2,"चहा,उपमा,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-24 17:08:06.857037+00:00
89,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी","चहा,दूध",2018-05-24 17:09:05.906458+00:00
90,1,"चहा,उपमा,दहीवडे,पोळी,भात,पालक वरण","चहा,उपमा",2018-05-24 17:12:20.211090+00:00
90,2,"चहा,ब्रेड,पोहे,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-24 17:13:13.353829+00:00
90,3,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी","चहा,दूध",2018-05-24 17:13:59.963825+00:00
91,1,"चहा,दूध,शिरा,पोळी,भात,पालक वरण",चहा,2018-05-24 17:15:42.392587+00:00
91,2,"चहा,दूध,पोहे,पोळी,भात,खिचडी,बेसन,टमाटर चटणी",चहा,2018-05-24 17:17:10.870459+00:00
91,2,"चहा,उपमा,पोळी,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 17:16:29.222649+00:00
92,1,"चहा,उपमा,पोळी,भात,बेसन,मेथीची भाजी,वांग्याची भाजी","चहा,उपमा,भात",2018-05-24 17:19:09.430014+00:00
92,2,"चहा,ब्रेड,दूध,उपमा,पोळी,खिचडी,डाळ पालक,वांग्याची भाजी","चहा,उपमा",2018-05-24 17:21:59.876043+00:00
92,2,"चहा,ब्रेड,दूध,उपमा,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-24 17:19:59.359351+00:00
92,3,"चहा,दूध,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-24 17:22:39.820532+00:00
93,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-24 17:23:58.286906+00:00
93,2,"चहा,दूध,शिरा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,शिरा,पोळी",2018-05-24 17:24:37.001660+00:00
93,3,"चहा,दहीवडे,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी",चहा,2018-05-24 17:25:17.202124+00:00
94,1,"चहा,पोहे,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-24 17:26:19.502504+00:00
94,2,"चहा,मटकीची उसळ,पोळी,भात,पालक वरण","चहा,भात",2018-05-24 17:27:07.407530+00:00
94,3,"चहा,पोहे,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-24 17:27:51.133421+00:00
95,1,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी,वांग्याचं भरीत","चहा,पोळी",2018-05-24 17:29:09.078544+00:00
95,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-24 17:29:59.863800+00:00
95,3,"चहा,मटकीची उसळ,पोळी,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-05-24 17:30:45.496910+00:00
96,1,"चहा,पोहे,पोळी,भात,पालक वरण,आलूची भाजी",भात,2018-05-24 17:32:19.048908+00:00
96,2,"चहा,उपमा,मटकीची उसळ,पोळी,भात,पत्ता कोबी","चहा,पोळी",2018-05-24 17:33:04.783899+00:00
96,3,"चहा,पोहे,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-24 17:33:49.565753+00:00
97,1,"चहा,मटकीची उसळ,भात,बेसन,डाळ पालक","चहा,मटकीची उसळ,पोळी",2018-05-24 17:35:32.989261+00:00
97,2,"चहा,दूध,उपमा,भाकर,पोळी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-24 17:36:22.503028+00:00
97,3,"चहा,साबुदाणा उसळ,पोळी,भात,पालक वरण,आलूची भाजी",चहा,2018-05-24 17:37:11.127572+00:00
98,1,"दूध,उपमा,पोळी,बेसन,पालक वरण","चहा,दूध,पोळी",2018-05-24 17:38:31.189837+00:00
98,2,"चहा,उपमा,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 17:39:19.486090+00:00
98,3,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी",,2018-05-24 17:40:12.595769+00:00
99,1,"चहा,पोहे,भाकर,पोळी,भात,बेसन,पालक वरण",चहा,2018-05-24 17:42:23.004591+00:00
99,2,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-24 17:43:10.333651+00:00
99,3,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी","चहा,दूध",2018-05-24 17:43:49.612325+00:00
100,1,"चहा,दूध,शिरा,पोळी,बेसन,मेथीची भाजी",पोळी,2018-05-24 17:45:58.840685+00:00
100,2,"चहा,दूध,उपमा,पोळी,बेसन,टमाटर चटणी","चहा,पोळी",2018-05-24 17:46:50.713868+00:00
100,3,"चहा,ब्रेड,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी",चहा,2018-05-24 17:47:52.289335+00:00
101,1,"चहा,ब्रेड,दूध,उपमा,मटकीची उसळ,पोळी,भात,पत्ता कोबी",पोळी,2018-05-20 14:12:30.744801+00:00
101,2,"चहा,ब्रेड,उपमा,पोळी,भात,वरण,मेथीची भाजी","चहा,उपमा,शिरा",2018-05-20 18:16:01.669566+00:00
101,3,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",दूध,2018-05-20 14:14:53.577069+00:00
102,1,"चहा,ब्रेड,दूध,दहीवडे,पोळी,भात,वरण,खिचडी,बेसन,पत्ता कोबी",,2018-05-20 14:21:56.120833+00:00
102,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-20 14:23:04.972496+00:00
102,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,वांग्याचं भरीत,वांग्याची भाजी","उपमा,पोळी",2018-05-20 14:26:40.548395+00:00
103,1,"चहा,उपमा,पोळी,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-20 14:28:00.322493+00:00
103,2,"चहा,दहीवडे,पोळी,भात,बेसन,वांग्याची भाजी",चहा,2018-05-20 14:28:40.886286+00:00
103,3,"चहा,पोहे,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-20 14:29:35.617018+00:00
104,1,"चहा,दूध,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,उपमा,भात",2018-05-20 14:36:07.673975+00:00
104,2,"चहा,ब्रेड,दूध,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,पोळी,भात",2018-05-20 14:37:46.388761+00:00
104,3,"चहा,ब्रेड,उपमा,कढी,पोळी,भात,वांग्याची भाजी","चहा,उपमा",2018-05-20 14:38:33.291410+00:00
105,1,"चहा,ब्रेड,दूध,मटकीची उसळ,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-20 14:41:44.774282+00:00
105,2,"चहा,दूध,साबुदाणा उसळ,पोळी,पत्ता कोबी","चहा,दूध",2018-05-20 14:42:36.154734+00:00
105,3,"चहा,ब्रेड,दूध,पोहे,पोळी,भात,मेथीची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-20 14:47:04.516291+00:00
106,1,"चहा,मटकीची उसळ,पोळी,भात,वरण,खिचडी,बेसन,मेथीची भाजी",चहा,2018-05-20 15:11:14.033308+00:00
106,2,"चहा,ब्रेड,उपमा,शिरा,पोळी,वरण,खिचडी,बेसन","चहा,उपमा",2018-05-20 15:12:41.004840+00:00
106,3,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-20 15:13:30.349430+00:00
107,1,"चहा,ब्रेड,दूध,पोळी,भात,आलूची भाजी,टमाटर चटणी",भात,2018-05-20 15:14:46.955284+00:00
107,2,"चहा,ब्रेड,शिरा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,शिरा",2018-05-20 15:15:38.513852+00:00
107,3,"चहा,ब्रेड,उपमा,कढी,पोळी,आलूची भाजी,वांग्याचं भरीत","चहा,उपमा",2018-05-20 15:17:09.298849+00:00
108,1,"चहा,उपमा,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी",चहा,2018-05-20 15:18:50.420090+00:00
108,2,"चहा,दूध,उपमा,पोळी,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-20 15:19:38.053895+00:00
108,3,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,पोळी",2018-05-20 15:20:59.713766+00:00
109,1,"चहा,मटकीची उसळ,पोळी,भात,वरण,मेथीची भाजी","चहा,पोळी,वरण",2018-05-20 15:22:16.716579+00:00
109,2,"चहा,पोळी,भात,पालक वरण,आलूची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-20 15:23:05.711929+00:00
109,3,"चहा,साबुदाणा उसळ,पोळी,भात,वरण,डाळ पालक",,2018-05-20 15:23:42.759546+00:00
110,1,"चहा,ब्रेड,उपमा,कढी,पोळी,भात,आलूची भाजी,वांग्याची भाजी","चहा,उपमा,भात",2018-05-20 15:24:47.538888+00:00
110,2,"चहा,दूध,पोळी,पत्ता कोबी",चहा,2018-05-20 15:25:42.940651+00:00
110,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,पोळी",2018-05-20 15:26:31.989027+00:00
111,1,"चहा,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-20 16:15:49.852659+00:00
111,2,"चहा,दूध,उसाचा रस,पोळी,भात,पालक वरण",,2018-05-20 16:16:42.627394+00:00
111,3,"चहा,ब्रेड,दूध,उपमा,भाकर,पोळी,बेसन,मेथीची भाजी","चहा,उपमा",2018-05-20 16:17:26.099439+00:00
112,1,"चहा,उपमा,पोळी,भात,वांग्याची भाजी","चहा,पोळी,आलूची भाजी",2018-05-20 16:18:20.323998+00:00
112,2,"चहा,ब्रेड,उपमा,भात,वरण,खिचडी,बेसन,डाळ पालक","चहा,उपमा",2018-05-20 16:19:22.990097+00:00
112,3,"चहा,शिरा,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-05-20 16:20:17.401318+00:00
113,1,"चहा,ब्रेड,दूध,पोळी,भात,पालक वरण,वांग्याची भाजी",पोळी,2018-05-20 16:21:17.903873+00:00
113,2,"चहा,दहीवडे,पोळी,बेसन,पालक वरण","चहा,पोळी",2018-05-20 16:22:00.999254+00:00
113,3,"चहा,उपमा,पोळी,भात,आलूची भाजी,टमाटर चटणी,वांग्याची भाजी",चहा,2018-05-20 16:22:42.284552+00:00
114,1,"चहा,ब्रेड,बिस्कीट,दूध,पोळी,मेथीची भाजी,आलूची भाजी",पोळी,2018-05-20 16:23:56.372688+00:00
114,2,"चहा,ब्रेड,पोळी,वरण,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-20 16:24:44.531086+00:00
114,3,"चहा,ब्रेड,कढी,पोळी,खिचडी","कढी,भात",2018-05-20 16:25:37.845117+00:00
115,1,"चहा,ब्रेड,उपमा,पोळी,भात,खिचडी,डाळ पालक,टमाटर चटणी",चहा,2018-05-20 16:26:34.874074+00:00
